timestamp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
2020-03-20T17:21:32+08:00,0,0,0,-92,-93,-84,0,0,-93,0,-86,0,0,0,3
2020-03-20T17:21:40+08:00,0,0,0,-96,-86,-91,0,0,-93,0,0,-89,0,0,3
2020-03-20T17:21:48+08:00,0,0,-72,-96,0,0,-95,-88,-94,0,-89,-89,0,0,3
2020-03-20T17:21:56+08:00,0,0,-72,-92,-92,0,0,-88,0,0,-87,-88,0,0,3
2020-03-20T17:22:04+08:00,0,0,-80,-96,-86,0,0,-95,0,0,0,-89,0,0,3
2020-03-20T17:22:13+08:00,0,-90,-72,-92,0,0,-93,-98,0,0,-89,-89,0,0,3
2020-03-20T17:22:21+08:00,0,-89,-72,0,-89,0,-89,-88,0,0,-87,-88,0,0,3
2020-03-20T17:22:29+08:00,0,-96,-80,0,-86,0,0,-95,0,0,0,-89,0,0,3
2020-03-20T17:22:37+08:00,0,-95,-72,0,-94,0,-94,0,-92,0,-89,-88,0,0,3
2020-03-20T17:22:45+08:00,0,0,-72,0,0,0,-90,0,-93,0,-86,-88,0,0,3
2020-03-20T17:22:51+08:00,-89,0,-81,0,-91,-91,-97,-95,0,0,-91,-90,0,0,3
2020-03-20T17:22:57+08:00,0,0,0,0,-94,0,-94,0,-93,-101,-86,-89,0,0,3
2020-03-20T17:23:05+08:00,0,0,0,0,-90,0,0,0,-94,0,0,-88,0,0,3
2020-03-20T17:23:13+08:00,0,-95,0,0,-86,0,0,0,0,0,-91,-89,0,0,3
2020-03-20T17:28:49+08:00,-85,-91,-72,-94,-92,-88,-90,-86,-96,0,-84,-86,0,0,3
2020-03-20T17:28:55+08:00,-85,-91,-72,-94,-92,0,-97,-94,-98,0,-91,0,0,0,3
2020-03-20T17:36:03+08:00,-95,0,-72,0,-86,0,-84,-93,-94,0,-83,-99,0,0,4
2020-03-20T17:36:11+08:00,-93,-89,0,0,-76,0,0,-84,0,0,-87,-92,0,0,4
2020-03-20T17:36:20+08:00,0,-93,0,0,-85,0,0,-90,0,-101,0,-85,0,0,4
2020-03-20T17:36:28+08:00,0,-88,0,0,-72,0,-89,-89,0,-89,-90,-93,0,0,4
2020-03-20T17:36:36+08:00,0,-96,0,0,-69,0,-82,-84,0,-99,-93,-93,0,0,4
2020-03-20T17:36:44+08:00,0,0,0,0,0,0,0,-89,-91,0,0,-87,0,0,4
2020-03-20T17:36:52+08:00,0,0,0,0,-72,-85,-89,0,-87,0,-90,-94,0,0,4
2020-03-20T17:37:01+08:00,0,0,0,0,-69,-88,-86,0,-88,-99,-94,-93,0,0,4
2020-03-20T17:37:09+08:00,0,0,0,0,-85,-92,-88,0,-91,-94,0,-86,0,0,4
2020-03-20T17:37:17+08:00,0,0,0,0,-72,-85,0,0,-88,-93,-89,-94,0,0,4
2020-03-20T17:37:25+08:00,0,-89,0,0,-69,-93,-86,0,0,-88,-94,-87,0,0,4
2020-03-20T17:37:33+08:00,0,-95,0,0,-85,-91,-82,0,0,-92,0,0,0,0,4
2020-03-20T17:37:42+08:00,0,-87,-83,0,-72,-88,0,0,0,-93,-90,0,0,0,4
2020-03-20T17:37:50+08:00,0,-94,-95,0,-69,-88,0,0,0,-88,-94,0,0,0,4
2020-03-20T17:37:57+08:00,0,-88,0,0,-72,0,-86,0,-89,0,0,0,0,0,4
2020-03-20T17:38:03+08:00,0,0,0,0,-69,0,0,0,-92,-94,0,0,0,0,4
2020-03-20T17:38:10+08:00,0,0,-83,0,-84,0,0,0,-87,-93,-89,0,0,0,4
2020-03-20T17:38:19+08:00,0,0,-96,0,-72,0,-86,-84,-88,0,0,0,0,0,4
2020-03-20T17:38:27+08:00,0,0,-83,0,-69,0,-88,-93,-92,-93,0,0,0,0,4
2020-03-20T17:38:35+08:00,0,0,-83,0,-85,0,0,-89,0,-93,-90,0,0,0,4
2020-03-20T17:38:43+08:00,0,-89,-94,-74,-72,0,0,-84,0,-88,-88,0,0,0,4
2020-03-20T17:38:51+08:00,0,-95,-83,-86,-69,0,-82,-92,0,0,0,0,0,0,4
2020-03-20T17:39:00+08:00,0,-87,-83,-69,-85,0,-86,-89,0,-88,-90,0,0,0,4
2020-03-20T17:39:08+08:00,0,-89,-95,-75,-72,0,0,0,0,-88,0,-93,0,0,4
2020-03-20T17:39:16+08:00,0,0,-83,-86,-69,-93,-81,0,0,0,0,-87,0,0,4
2020-03-20T17:39:24+08:00,0,0,-83,-69,-85,-85,-88,0,-87,0,-90,-94,0,0,4
2020-03-20T17:39:32+08:00,0,0,0,-74,-72,-88,0,0,-88,0,-89,-94,0,0,4
