Date,Time,Type,ID0,ID1,ID2,Sensor Data,Temperature,Humidity,Raw Data,RSSI,dBm,Label
13/3/20, 17:19:40, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B5,181,-26.206,A
13/3/20, 17:19:40, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8D6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100068D6FB5,181,-26.206,A
13/3/20, 17:19:40, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371BB,187,-23.362,A
13/3/20, 17:19:41, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x8174,32.8,56, 0201041AFF4C0002150005000100001000800000805F9B013100078174B1,177,-28.102,A
13/3/20, 17:19:41, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8B6F,29.3,61, 0201041AFF4C0002150005000100001000800000805F9B013100048B6FB1,177,-28.102,A
13/3/20, 17:19:41, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B6,182,-25.732,A
13/3/20, 17:19:41, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100058A72B2,178,-27.628,A
13/3/20, 17:19:42, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA26D,28,73, 0201041AFF4C0002150005000100001000800000805F9B0131000BA26DB4,180,-26.68,A
13/3/20, 17:19:42, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74BE,190,-21.94,A
13/3/20, 17:19:42, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x946D,28,66, 0201041AFF4C0002150005000100001000800000805F9B0131000A946DC0,192,-20.992,A
13/3/20, 17:19:42, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B3,179,-27.154,A
13/3/20, 17:19:42, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B6,182,-25.732,A
13/3/20, 17:19:43, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x8174,32.8,56, 0201041AFF4C0002150005000100001000800000805F9B013100078174B1,177,-28.102,A
13/3/20, 17:19:43, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8B6F,29.3,61, 0201041AFF4C0002150005000100001000800000805F9B013100048B6FB1,177,-28.102,A
13/3/20, 17:19:43, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B6,182,-25.732,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8D6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100068D6FB1,177,-28.102,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA26D,28,73, 0201041AFF4C0002150005000100001000800000805F9B0131000BA26DB4,180,-26.68,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x946D,28,66, 0201041AFF4C0002150005000100001000800000805F9B0131000A946DC0,192,-20.992,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74BD,189,-22.414,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B1,177,-28.102,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100058A72B3,179,-27.154,A
13/3/20, 17:19:44, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B8,184,-24.784,A
13/3/20, 17:19:45, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x946D,28,66, 0201041AFF4C0002150005000100001000800000805F9B0131000A946DBF,191,-21.466,A
13/3/20, 17:19:46, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B7,183,-25.258,A
13/3/20, 17:19:46, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA26D,28,73, 0201041AFF4C0002150005000100001000800000805F9B0131000BA26DB5,181,-26.206,A
13/3/20, 17:19:46, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74BD,189,-22.414,A
13/3/20, 17:19:46, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B1,177,-28.102,A
13/3/20, 17:19:47, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B7,183,-25.258,A
13/3/20, 17:19:47, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0006, 0x8D6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100068D6FB1,177,-28.102,A
13/3/20, 17:19:47, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100058A72B3,179,-27.154,A
13/3/20, 17:19:47, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x946D,28,66, 0201041AFF4C0002150005000100001000800000805F9B0131000A946DBD,189,-22.414,A
13/3/20, 17:19:48, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA16D,28,72, 0201041AFF4C0002150005000100001000800000805F9B0131000BA16DB5,181,-26.206,A
13/3/20, 17:19:48, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B1,177,-28.102,A
13/3/20, 17:19:48, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8B6F,29.3,61, 0201041AFF4C0002150005000100001000800000805F9B013100048B6FB5,181,-26.206,A
13/3/20, 17:19:48, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0002, 0x7B74,32.8,54, 0201041AFF4C0002150005000100001000800000805F9B013100027B74B1,177,-28.102,A
13/3/20, 17:19:48, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0003, 0x8570,30,58, 0201041AFF4C0002150005000100001000800000805F9B013100038570B4,180,-26.68,A
13/3/20, 17:19:49, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0001, 0x8371,30.7,57, 0201041AFF4C0002150005000100001000800000805F9B013100018371B4,180,-26.68,A
13/3/20, 17:19:49, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0007, 0x8074,32.8,56, 0201041AFF4C0002150005000100001000800000805F9B013100078074B5,181,-26.206,A
13/3/20, 17:19:49, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000A, 0x936D,28,65, 0201041AFF4C0002150005000100001000800000805F9B0131000A936DBE,190,-21.94,A
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x000B, 0xA16D,28,72, 0201041AFF4C0002150005000100001000800000805F9B0131000BA16DB5,181,-26.206,A
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0008, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100088A72B1,177,-28.102,A
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0004, 0x8C6F,29.3,62, 0201041AFF4C0002150005000100001000800000805F9B013100048C6FB4,180,-26.68,A
13/3/20, 17:19:50, BLE Beacon, N/A, 00050001-0000-1000-8000-00805F9B0131, 0x0005, 0x8A72,31.4,61, 0201041AFF4C0002150005000100001000800000805F9B013100058A72B9,185,-24.31,A
